INSERT INTO City (Name) 
VALUES
('Zagreb'),
('Split'),
('Rijeka'),
('Osijek'),
('Zadar'),
('Dubrovnik'),
('Pula'),
('Šibenik'),
('Varaždin'),
('Karlovac'),
('Berlin'),
('Munchen'),
('Hamburg'),
('Frankfurt'),
('Köln');

insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Riverside', 15, 6, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Meadow', 12, 38, '10:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Roma', 6, 21, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Cielo', 5, 5, '11:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Delight', 3, 17, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Haven', 11, 21, '11:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Riverside', 8, 45, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Bay', 14, 28, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill Cielo', 3, 43, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Toscana', 13, 13, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Cove', 10, 39, '10:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Savannah', 1, 35, '12:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Cove', 11, 47, '12:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Alley', 11, 19, '12:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Coast', 3, 10, '11:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Forest', 11, 44, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Oasis', 2, 44, '12:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Springs', 14, 15, '11:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Bistro', 4, 35, '11:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Vino', 12, 30, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Vino', 9, 39, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Vino', 8, 16, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Hill', 1, 40, '12:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Cloud', 9, 22, '10:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Savannah', 10, 13, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Vista', 9, 28, '12:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Bistro', 7, 7, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill Delight', 8, 12, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Pineapple', 12, 19, '10:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Ocean', 14, 12, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Garden', 13, 47, '12:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Toscana', 1, 47, '10:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Pineapple', 4, 49, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Cloud', 3, 17, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Paris', 15, 20, '11:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Delight', 9, 50, '12:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Ocean', 3, 30, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Cedar', 12, 24, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Mandala', 10, 46, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill Tuscany', 2, 46, '12:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Sunshine', 5, 13, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Verona', 4, 28, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Orchard', 10, 22, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ River', 15, 14, '10:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Mandala', 10, 15, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Beach', 15, 37, '10:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Verona', 14, 17, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Verona', 13, 47, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Verde', 7, 24, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Dorado', 8, 6, '11:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Forest', 8, 46, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Bistro', 10, 6, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Cove', 2, 37, '10:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge River', 2, 15, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Riverside', 12, 22, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Milano', 10, 37, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Sunset', 6, 24, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Cedar', 9, 50, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Alley', 1, 46, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Beach', 2, 17, '10:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Cove', 6, 22, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Haven', 6, 22, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Haven', 5, 37, '11:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Orchard', 6, 20, '10:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge River', 8, 9, '12:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Cedar', 10, 20, '11:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Cielo', 8, 9, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Verona', 7, 49, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Cielo', 11, 16, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery River', 14, 31, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Coast', 11, 20, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Oasis', 14, 23, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Forest', 3, 25, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Cloud', 9, 44, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Harvest', 4, 47, '12:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Forest', 15, 45, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Harvest', 7, 22, '12:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Milano', 12, 36, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Paris', 11, 36, '11:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Sunshine', 13, 33, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Lagoon', 9, 39, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Beach', 11, 48, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Paris', 12, 43, '10:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Park', 8, 20, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Cedar', 3, 20, '10:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Hill', 8, 40, '11:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Violet', 3, 39, '12:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Orchard', 8, 23, '12:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Vista', 2, 26, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Forest', 14, 45, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Lagoon', 13, 8, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Oasis', 8, 9, '12:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Ocean', 5, 36, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Vino', 9, 12, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Park', 8, 46, '12:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Verona', 3, 16, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Cedar', 11, 22, '12:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Tuscany', 14, 30, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Fusion', 6, 47, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Haven', 15, 16, '12:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Wood', 13, 20, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Haven', 12, 21, '11:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Palazzo', 3, 29, '12:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill Pineapple', 4, 11, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Milano', 6, 49, '12:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Verona', 2, 47, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Mandala', 8, 39, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Orchard', 10, 26, '10:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Delight', 1, 15, '11:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Savannah', 14, 6, '12:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria River', 5, 16, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria River', 14, 25, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Milano', 5, 6, '11:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Bay', 4, 42, '12:00:00', '22:30:00', false);
